Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke-Heist,Apartment,,1375000,84,1,1,0,0,,,,,0,Just renovated,10640957,No,
8300 — Knokke-Heist,Apartment,,1375000,84,0,0,0,0,,,,,0,Just renovated,10759471,No,
8300 — Knokke,Apartment,,1445000,97,0,1,0,0,,,,,0,Good,20065845,"('Under option', 'No')",
8300 — Knokke-Heist,Apartment,,1495000,131,1,1,0,0,,,,2,0,Good,20237207,No,
1150 — WOLUWE-SAINT-PIERRE,Apartment,,1600000,290,1,0,1,0,,,,2,0,Just renovated,20110693,No,
8300 — Knokke,Apartment,,1600000,94,0,0,0,0,,,,,0,Good,10727566,No,
8300 — Knokke-Heist,Apartment,,1650000,106,1,1,0,0,,,,3,0,Good,20036915,No,
8300 — Knokke-Zoute,Apartment,,1675000,117,1,1,0,0,,,,,0,Just renovated,20211372,No,
8300 — Knokke-Heist,Apartment,,1695000,128,0,0,0,0,,,,,0,As new,11201980,No,
8300 — Knokke,Apartment,,1695000,128,1,0,0,0,,,,3,0,As new,20220964,No,
8300 — Knokke,Apartment,,1950000,128,0,0,0,0,,,,,0,As new,20051671,No,
8300 — Knokke-Zoute,Apartment,,1955000,145,0,1,0,0,,,,,0,Good,20103338,No,
8300 — Knokke-Heist,,Duplex,1995000,215,1,1,0,14,,,,,0,Good,20208141,No,
8300 — Knokke,Apartment,,1995000,140,0,1,0,0,,,,,0,Just renovated,20143147,No,
8300 — Knokke,,Penthouse,2350000,92,1,0,0,0,,,,2,0,As new,20054467,No,
8300 — Knokke,Apartment,,2375000,105,0,0,0,0,,,,,0,As new,11055189,No,
8300 — Knokke,Apartment,,2395000,133,0,0,0,0,,,,,0,Just renovated,11320789,No,
8300 — Knokke-Zoute,Apartment,,2400000,108,1,1,0,0,,,,3,0,Just renovated,20243740,No,
,,,,0,0,0,0,,,,,0,,,,,
4480 — ENGIS,Apartment,,119000,80,1,0,0,0,75,75,,3,0,Good,20269653,"('Under option', 'No')",
3001 — Heverlee,,Flat,190000,32,0,1,0,0,,,,,0,Good,20267584,No,
9060 — Zelzate,Apartment,,285000,95,0,1,0,0,,,,,0,Good,20265177,No,
9900 — Eeklo,Apartment,,295000,98,0,0,0,0,,,,,0,Good,20265194,No,
8870 — Izegem,Apartment,,159000,267,0,0,0,0,,,,,0,To renovate,20282776,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
9000 — Gent,Apartment,,435000,102,0,1,0,0,,,,,0,Good,20282594,No,
8300 — Knokke-Heist,Apartment,,595000,58,0,1,0,0,,,,,0,Good,20282771,No,
,,,,0,0,0,0,,,,,0,,,,,
2000 — Antwerpen (2000),,Flat,168000,39,0,0,0,0,,,,,0,,20296858,No,
1200 — Woluwe-Saint-Lambert,Apartment,,460000,92,1,1,0,0,,,,4,1,As new,20295515,No,
8800 — Roeselare,Apartment,,229000,90,1,0,0,0,,,,,0,Good,20211329,No,
2000 — ANTWERPEN 2000,Apartment,,239000,54,1,0,0,2,,,,,0,Good,20279745,No,
9000 — Gent,Apartment,,545000,240,0,0,1,8,,,,,0,Good,20210155,No,
6000 — Charleroi,Apartment,,138000,95,1,0,0,2,,,,,1,Good,20309524,"('Under option', 'No')",
9050 — Gentbrugge,Apartment,,250000,90,1,1,0,8,,,,2,1,Good,20286857,No,
9940 — Ertvelde,Apartment,,259000,82,0,1,0,0,,,,,0,,20287759,"('Under option', 'No')",
7070 — Thieu,Apartment,,165000,61,1,0,0,0,,,,,0,,20304159,No,
8620 — Nieuwpoort,Apartment,,365000,70,1,0,0,0,,,,,0,Good,20302718,No,
1000 — BRUSSEL,Apartment,,215000,37,1,1,0,18,,,,2,0,Good,20262065,"('Under option', 'No')",
8500 — Kortrijk,,Kot,150500,,0,0,0,0,,,,2,0,,20319548,No,
1050 — Ixelles,Apartment,,159000,46,1,0,0,0,,,,,0,To be done up,20319445,No,
8400 — Oostende,,Ground,169000,62,0,0,0,0,,,,,0,As new,20319076,No,
2500 — LIER,Apartment,,245000,83,1,0,0,6,,,,,0,,20278159,No,
9032 — Wondelgem,Apartment,,255000,93,0,0,0,0,,,,,0,,20275541,"('Under option', 'No')",
1070 — ANDERLECHT,Apartment,,269000,85,1,0,0,6,,,,2,0,Just renovated,20277704,No,
1200 — WOLUWE-SAINT-LAMBERT,Apartment,,370000,85,1,1,0,0,,,,2,1,Good,20251441,"('Under option', 'No')",
1030 — Schaerbeek,Apartment,,395000,100,1,1,0,45,65,65,,2,1,As new,20213364,"('Under option', 'No')",
8500 — Kortrijk,,Penthouse,790000,181,1,1,0,0,300,300,,3,1,As new,20278032,No,
8620 — Nieuwpoort,,Flat,149000,32,1,1,0,0,,,,2,1,Good,20293402,No,
,,,,0,0,0,0,,,,,0,,,,,
8420 — De Haan,,Ground,85000,30,0,0,0,0,,,,,0,Good,20309563,No,
8310 — Brugge,,Ground,249000,76,0,0,0,0,,,,,0,As new,20309567,No,
8480 — Eernegem,Apartment,,249000,114,0,0,0,21,,,,,0,As new,20309726,No,
8300 — het Zoute,Apartment,,595000,55,0,0,0,0,,,,,0,As new,20309473,No,
8300 — KNOKKE,Apartment,,580000,67,1,0,0,5,,,,2,0,Good,20255569,No,
4000 — LIÈGE,Apartment,,690000,321,1,0,0,9,,,,2,0,Good,20253649,No,
8300 — Knokke-Zoute,Apartment,,795000,71,1,1,0,0,,,,2,0,Good,20252388,No,
2600 — Antwerpen,Apartment,,198000,55,1,0,0,10,,,,1,1,Good,20294279,"('Under option', 'No')",
1853 — Strombeek-Bever,Apartment,,225000,90,1,1,0,0,,,,,0,,20270206,No,
2000 — Antwerpen (2000),Apartment,,359000,86,1,0,0,0,,,,,0,Just renovated,20268570,"('Under option', 'No')",
1180 — Uccle,,Loft,795000,262,1,1,0,24,,,,4,1,As new,20213549,"('Under option', 'No')",
8820 — Torhout,Apartment,,99000,46,1,0,0,0,10,10,,2,0,Good,20245939,No,
8434 — Westende,Apartment,,129000,35,0,1,0,0,,,,,0,To be done up,20214518,No,
1932 — Zaventem Sint-Stevens-Woluwe,Apartment,,180000,60,1,0,0,16,,,,,1,Good,20125874,No,
1030 — Schaerbeek,Apartment,,190000,47,1,1,0,0,,,,2,1,Good,20281731,"('Under option', 'No')",
1170 — Watermael-Boitsfort,,Flat,196500,40,1,1,0,9,,,,2,1,Good,20287194,No,
1140 — Evere,Apartment,,217000,42,0,1,0,0,,,,,0,Good,20271692,No,
1020 — Bruxelles,Apartment,,219000,91,1,0,0,0,,,,2,1,Good,20237806,No,
,,,,0,0,0,0,,,,,0,,,,,
1150 — Woluwe-Saint-Pierre,Apartment,,260000,62,1,1,0,6,,,,,1,Good,20232209,"('Under option', 'No')",
1200 — Woluwe-Saint-Lambert,Apartment,,260000,62,1,1,0,6,,,,,1,Good,20233951,"('Under option', 'No')",
8000 — Brugge,,Ground,265000,72,1,1,0,0,,,,2,1,Just renovated,20259977,No,
1030 — Schaerbeek,Apartment,,275000,116,1,1,0,0,,,,2,0,Good,20210134,"('Under option', 'No')",
1140 — Evere,Apartment,,275000,85,1,1,0,14,,,,3,1,Good,20285449,No,
1200 — Woluwe-Saint-Lambert,Apartment,,290000,72,1,1,0,0,,,,3,1,Good,20252367,"('Under option', 'No')",
1200 — Woluwe-Saint-Lambert,Apartment,,299000,94,1,1,0,0,,,,2,1,Good,20213818,"('Under option', 'No')",
1200 — Woluwe-Saint-Lambert,Apartment,,310000,94,1,1,0,0,,,,2,1,Good,20163696,"('Under option', 'No')",
1140 — Evere,Apartment,,320000,110,1,1,0,5,,,,4,1,Good,20209615,"('Under option', 'No')",
1030 — Schaerbeek,Apartment,,330000,116,1,1,0,6,,,,2,1,To be done up,20184376,"('Under option', 'No')",
1950 — Kraainem,,Ground,330000,88,1,1,0,35,,,,2,1,Good,20241191,No,
1150 — Woluwe-Saint-Pierre,Apartment,,339000,95,1,1,0,9,,,,2,1,Good,20149383,"('Under option', 'No')",
1200 — Woluwe-Saint-Lambert,Apartment,,350000,109,1,1,0,31,,,,2,1,To be done up,20234383,"('Under option', 'No')",
9040 — Sint-Amandsberg,Apartment,,379000,114,0,0,0,0,,,,,0,,20285524,No,
1040 — Etterbeek,Apartment,,399000,136,1,1,0,17,,,,2,1,To restore,20190838,No,
1050 — Ixelles,Apartment,,400000,100,1,1,0,0,,,,2,1,As new,20208850,No,
1000 — Bruxelles,Apartment,,415000,88,1,1,0,0,29,29,,2,1,Good,20200197,"('Under option', 'No')",
1140 — Evere,Apartment,,420000,123,1,1,0,10,,,,,1,Good,20244076,"('Under option', 'No')",
1040 — Etterbeek,Apartment,,460000,162,1,1,0,24,,,,2,1,To restore,20190837,No,
8300 — DUINBERGEN,Apartment,,649000,107,0,0,0,0,,,,,0,Just renovated,20210510,No,
1180 — Uccle,,Duplex,699000,172,1,1,0,12,,,,2,1,Just renovated,20241339,No,
1190 — Forest,,Duplex,699000,172,1,1,0,12,,,,2,1,Just renovated,20250435,No,
8300 — Knokke-Heist,,Duplex,1295000,137,0,0,0,13,,,,2,0,As new,20277299,No,
9820 — Merelbeke,Apartment,,169000,43,1,1,0,18,,,,3,1,To be done up,20300860,No,
9160 — Lokeren,,Service,248000,62,1,1,0,0,24,24,,2,1,As new,20298933,No,
1050 — Ixelles,Apartment,,450000,85,1,0,0,0,,,,,1,As new,20290101,No,
6200 — CHÂTELINEAU,Apartment,,149000,75,1,0,0,4,,,,3,0,Good,20266412,No,
9160 — Lokeren,Apartment,,174000,,1,1,0,0,,,,4,1,As new,20315019,No,
8560 — Wevelgem,Apartment,,185000,90,0,0,0,0,,,,,0,Good,20312704,No,
5000 — Namur,Apartment,,229000,77,1,1,0,0,,,,2,0,As new,20317265,No,
,,,,0,0,0,0,,,,,0,,,,,
1070 — Anderlecht,Apartment,,289000,75,1,1,0,10,,,,2,1,As new,20228322,No,
1080 — Molenbeek-Saint-Jean,Apartment,,295000,104,1,0,0,6,,,,2,0,As new,20267141,No,
1080 — Molenbeek-Saint-Jean,Apartment,,295000,104,1,0,0,6,,,,2,0,As new,20267141,No,
1000 — Brussel,Apartment,,435000,100,1,1,0,18,,,,,0,As new,20316861,No,
9400 — Ninove,,Duplex,290000,140,0,1,0,15,,,,,0,Good,20241988,No,
2840 — Rumst,Apartment,,298000,93,1,0,0,0,,,,,0,,20292064,No,
1000 — BRUXELLES,,Duplex,460000,130,0,0,0,15,,,,2,0,,20293255,No,
8400 — Oostende,Apartment,,189000,75,1,0,0,0,,,,3,1,Good,20307958,No,
8520 — Kuurne,,Duplex,280000,156,1,0,0,0,94,94,,2,0,Good,20307249,No,
9000 — Gent,Apartment,,339000,72,1,1,0,0,,,,,1,Good,20306628,No,
2100 — Deurne,Apartment,,359000,99,0,0,0,0,170,170,,2,0,Good,20307654,No,
8670 — Oostduinkerke,Apartment,,690000,110,1,1,0,0,,,,,0,As new,20308679,No,
8570 — Anzegem,Apartment,,149500,56,1,1,0,0,,,,2,0,Good,20261664,No,
8620 — NIEUWPOORT,Apartment,,355000,70,1,1,0,0,,,,4,0,Good,20262783,No,
,,,,0,0,0,0,,,,,0,,,,,
4300 — Waremme,Apartment,,140000,102,1,0,0,0,,,,,1,Good,20312804,No,
9850 — Landegem,Apartment,,325000,106,0,0,0,0,,,,,0,As new,20255738,No,
3001 — Heverlee,Apartment,,445000,130,1,0,0,10,,,,,0,Good,20255678,"('Under option', 'No')",
2140 — Borgerhout,Apartment,,195000,69,1,1,0,4,,,,2,1,To be done up,20203749,No,
6000 — Charleroi,Apartment,,148000,85,1,1,0,4,,,,,1,As new,20309476,No,
1200 — Woluwe-Saint-Lambert,Apartment,,250000,60,1,1,0,12,,,,2,1,As new,20288213,"('Under option', 'No')",
2000 — Antwerpen,Apartment,,398000,119,0,0,0,17,,,,2,1,Good,20289593,No,
2018 — Antwerpen,Apartment,,425000,110,1,1,0,15,,,,3,0,Good,20289068,No,
9900 — Eeklo,Apartment,,185000,97,1,0,0,0,,,,,0,Good,20304719,No,
9800 — DEINZE,Apartment,,210000,98,1,0,0,0,,,,2,0,Good,20308489,"('Under option', 'No')",
2020 — Antwerpen,Apartment,,249000,80,0,0,0,0,,,,,0,Good,20304807,No,
2610 — Wilrijk,Apartment,,269000,116,1,1,0,18,,,,2,0,Good,20305047,No,
2275 — Lille,Apartment,,325000,115,0,1,0,23,,,,2,0,As new,20305018,No,
9000 — Gent,Apartment,,375000,55,0,0,0,4,,,,2,0,Good,20305986,No,
8430 — Middelkerke,,Flat,82000,28,0,1,0,0,,,,,0,To be done up,20153921,No,
4101 — SERAING,Apartment,,99000,58,1,1,0,3,,,,2,0,Good,20246096,"('Under option', 'No')",
8790 — WAREGEM,Apartment,,105000,40,1,0,0,0,,,,,0,Good,20032979,No,
8500 — Kortrijk,,Flat,145000,37,1,1,0,16,,,,,0,To renovate,20088204,No,
8540 — Deerlijk,Apartment,,145000,85,1,0,0,0,,,,2,0,To renovate,20240330,No,
9660 — Brakel,Apartment,,147500,73,0,1,0,0,,,,,0,To be done up,11303271,No,
6000 — CHARLEROI,Apartment,,149000,85,1,0,0,0,,,,,0,Good,20230615,No,
8420 — De Haan,Apartment,,149000,37,1,0,0,0,,,,,1,Good,20195266,"('Under option', 'No')",
8570 — Anzegem,Apartment,,154500,60,1,1,0,0,,,,,0,Good,20190230,No,
8400 — Oostende,,Flat,155000,31,0,1,0,0,,,,,0,Good,11165618,"('Under option', 'No')",
9660 — Brakel,Apartment,,157500,73,1,1,0,0,,,,,0,Good,11303272,No,
5060 — AUVELAIS,Apartment,,159000,57,1,0,0,5,,,,3,0,Good,20110677,"('Under option', 'No')",
8500 — Kortrijk,Apartment,,159000,75,0,1,0,0,,,,,0,To be done up,10957419,No,
8620 — Nieuwpoort,,Flat,159000,39,0,1,0,0,,,,,0,To be done up,10383514,No,
8780 — OOSTROZEBEKE,Apartment,,165000,124,0,0,0,20,,,,2,0,Good,20223112,No,
8570 — Anzegem,Apartment,,173000,60,1,1,0,0,,,,,0,Good,20190229,No,
4000 — LIÈGE,Apartment,,175000,82,0,0,0,13,,,,,0,To be done up,11444312,No,
9900 — Eeklo,Apartment,,175000,65,0,0,0,0,,,,,0,To be done up,20149248,No,
4420 — MONTEGNÉE,Apartment,,178137,60,1,0,0,31,,,,2,0,As new,20123103,No,
9200 — DENDERMONDE,Apartment,,,91,1,0,0,0,,,,2,0,Good,11323180,No,
4420 — MONTEGNÉE,Apartment,,179627,65,1,0,0,14,,,,2,0,As new,20123104,No,
4100 — SERAING,Apartment,,180000,85,1,0,0,0,,,,2,0,Good,11145303,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
8620 — Nieuwpoort,Apartment,,,68,0,1,0,0,,,,,0,Good,20235710,,
5500 — DINANT,Apartment,,195000,107,1,0,0,28,68,68,,2,0,As new,20103140,"('Under option', 'No')",
8380 — Zeebrugge,Apartment,,195000,89,1,1,0,0,,,,,0,Good,11442715,No,
1070 — ANDERLECHT,Apartment,,199000,50,1,0,0,0,,,,2,0,Good,20229325,"('Under option', 'No')",
1180 — Uccle,Apartment,,199000,55,1,1,0,0,,,,2,1,Good,20127119,"('Under option', 'No')",
1502 — Lembeek,,Ground,199000,86,1,1,0,0,,,,,0,Just renovated,20160288,No,
2660 — Hoboken,Apartment,,199000,70,1,0,0,7,,,,2,0,Good,20200754,No,
8630 — Veurne,,Service,199000,52,1,0,0,12,,,,,0,As new,20043819,No,
8900 — Ieper,Apartment,,209000,105,1,1,0,0,,,,,0,Just renovated,20201214,No,
8900 — Ieper,Apartment,,209000,105,1,1,0,0,,,,,0,Just renovated,20201214,No,
,,,,0,0,0,0,,,,,0,,,,,
8380 — Zeebrugge,Apartment,,210000,58,1,0,0,0,,,,2,0,To be done up,20046523,"('Under option', 'No')",
9700 — OUDENAARDE,Apartment,,210000,77,1,0,0,0,,,,2,0,Just renovated,20216063,"('Under option', 'No')",
9700 — OUDENAARDE,Apartment,,215000,42,1,0,0,0,,,,2,0,Just renovated,20158710,No,
1190 — Forest,Apartment,,220000,75,1,0,0,0,,,,3,1,To renovate,20167704,No,
8020 — Oostkamp,Apartment,,220000,108,0,0,0,0,,,,,0,To be done up,11376822,No,
8400 — Oostende,,Flat,220000,45,0,1,0,10,,,,,0,Good,20207972,No,
8400 — Oostende,Apartment,,222000,71,0,1,0,7,,,,,0,Good,20225255,No,
,,,,0,0,0,0,,,,,0,,,,,
9300 — AALST,Apartment,,225000,77,1,0,0,0,,,,2,0,Good,20249588,No,
9700 — OUDENAARDE,Apartment,,225000,77,1,0,0,0,,,,2,0,Just renovated,20233465,"('Under option', 'No')",
1180 — Uccle,,Flat,229000,44,1,1,0,0,,,,2,1,Just renovated,20095381,"('Under option', 'No')",
8420 — De Haan,Apartment,,229000,73,1,0,0,0,,,,,0,Just renovated,11216550,No,
8620 — NIEUWPOORT,Apartment,,235000,75,1,1,0,0,,,,4,0,To be done up,20164959,No,
1070 — ANDERLECHT,Apartment,,239000,84,1,0,0,8,,,,2,0,Good,11098296,"('Under option', 'No')",
1120 — Neder-Over-Heembeek,,Ground,239000,70,1,1,0,53,100,100,,3,1,As new,20003090,"('Under option', 'No')",
2060 — Antwerpen,Apartment,,239000,80,1,0,0,21,,,,2,0,Good,20198501,No,
,,,,0,0,0,0,,,,,0,,,,,
1070 — ANDERLECHT,Apartment,,245000,95,1,0,0,12,,,,3,0,Just renovated,11432436,"('Under option', 'No')",
4050 — CHAUDFONTAINE,Apartment,,249000,133,1,0,0,14,14,14,,2,0,As new,20188309,No,
8400 — Oostende,Apartment,,249000,113,0,1,0,0,,,,,0,Good,20218216,No,
8434 — Westende,Apartment,,249000,83,0,0,0,0,,,,,0,Good,11311626,No,
8511 — Aalbeke,Apartment,,249000,148,1,0,0,0,,,,,0,Good,20078158,No,
8540 — Deerlijk,Apartment,,249000,120,0,0,0,0,,,,,0,Good,20143015,No,
8870 — Izegem,Apartment,,249000,111,1,0,0,0,,,,,0,Good,20166360,No,
,,,,0,0,0,0,,,,,0,,,,,
1082 — Berchem-Sainte-Agathe,,Ground,259000,88,1,1,0,40,190,190,,2,1,Good,10368784,"('Under option', 'No')",
1785 — Merchtem,Apartment,,259000,91,1,1,0,0,,,,2,0,Good,20034068,No,
8400 — Oostende,Apartment,,259000,114,0,0,0,22,,,,,0,Good,20244578,No,
8670 — Koksijde,,Service,259000,61,1,1,0,0,,,,,0,Good,20130239,No,
2550 — KONTICH,Apartment,,260000,70,1,0,0,0,,,,2,0,Just renovated,20151198,No,
1030 — Schaerbeek,Apartment,,265000,70,1,0,0,3,,,,2,1,Just renovated,20245192,No,
9900 — Eeklo,Apartment,,265000,73,0,0,0,0,,,,,0,Good,20078154,"('Under option', 'No')",
2640 — MORTSEL,Apartment,,275000,88,1,0,0,0,,,,2,0,Good,20218816,No,
2830 — WILLEBROEK,Apartment,,275000,86,1,0,0,0,,,,3,0,Good,11449196,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
2640 — Mortsel,,Ground,279000,89,1,0,0,16,100,100,,2,0,Just renovated,20220544,No,
8620 — Nieuwpoort,Apartment,,279000,46,0,0,0,0,,,,,0,Good,11391699,No,
9700 — Oudenaarde,Apartment,,279000,85,0,1,0,3,,,,2,0,Good,20243046,No,
9750 — Zingem,Apartment,,280000,107,1,0,0,0,,,,,0,Good,20224792,No,
6790 — AUBANGE,Apartment,,285000,84,1,0,0,75,,,,3,0,Good,11407551,No,
8380 — Zeebrugge,Apartment,,285000,98,1,0,0,0,,,,2,0,Good,11362838,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
2830 — Willebroek,Apartment,,289000,100,1,0,0,8,,,,,0,Just renovated,20218083,No,
2830 — WILLEBROEK,Apartment,,291000,75,1,0,0,0,,,,2,0,Good,20187544,"('Under option', 'No')",
8850 — Ardooie,Apartment,,294742,100,1,0,0,0,,,,,0,Good,11455446,No,
1030 — Schaerbeek,,Flat,295000,55,1,1,0,5,,,,2,1,As new,11202788,No,
1070 — ANDERLECHT,Apartment,,295000,110,1,0,0,21,,,,2,0,Just renovated,20220934,No,
1140 — Evere,,Flat,295000,55,1,1,0,5,,,,2,1,As new,11088988,No,
8300 — KNOKKE,,Flat,295000,39,0,1,0,5,,,,3,0,To be done up,20025481,No,
8380 — Zeebrugge,Apartment,,298000,99,1,0,0,0,,,,2,0,Good,11263957,No,
8430 — MIDDELKERKE,Apartment,,298000,43,1,0,0,0,,,,,0,Good,20198260,No,
9800 — Deinze,,Duplex,298000,106,1,1,0,0,,,,,0,Good,11480860,No,
9052 — Gent,Apartment,,299000,81,0,0,0,5,,,,2,0,Good,20206217,No,
9900 — Eeklo,Apartment,,299000,84,0,0,0,0,,,,,0,Good,20168517,No,
2520 — Broechem,Apartment,,310000,100,1,0,0,0,,,,2,0,Good,20058088,No,
8420 — Wenduine,Apartment,,310000,75,0,1,0,0,,,,,0,Good,20114807,"('Under option', 'No')",
8430 — Middelkerke,Apartment,,310000,76,0,1,0,0,,,,,0,Good,20206798,"('Under option', 'No')",
9900 — Eeklo,Apartment,,320000,91,1,0,0,0,,,,,0,Good,20208142,No,
1190 — Forest,,Ground,325000,85,1,1,0,15,140,140,,2,1,Good,10278005,"('Under option', 'No')",
2870 — PUURS-SINT-AMANDS,,Duplex,325000,118,1,0,0,0,,,,2,0,Good,20034605,No,
6700 — ARLON,Apartment,,325000,89,1,0,0,6,,,,3,0,Good,20076317,No,
8500 — Kortrijk,Apartment,,325000,110,1,1,0,55,,,,,0,To renovate,20088202,No,
9700 — Oudenaarde,Apartment,,325000,164,0,1,0,0,,,,3,0,Good,11028531,No,
9700 — Oudenaarde,Apartment,,329000,80,0,1,0,0,,,,2,0,Good,20157514,No,
8400 — Oostende,Apartment,,349000,118,0,0,0,8,,,,,0,Good,20204273,No,
8620 — Nieuwpoort,Apartment,,349000,65,1,1,0,0,,,,,0,Good,20190337,No,
,,,,0,0,0,0,,,,,0,,,,,
1050 — Ixelles,Apartment,,375000,80,1,1,0,6,,,,2,1,As new,20093715,"('Under option', 'No')",
9700 — Oudenaarde,Apartment,,375000,155,0,1,0,0,,,,,0,Good,10805219,"('Under option', 'No')",
9800 — Deinze,,Duplex,375000,104,1,1,0,0,,,,,0,Good,20190315,No,
9000 — Gent,Apartment,,399000,106,0,1,0,14,,,,,0,As new,20059068,"('Under option', 'No')",
9620 — Zottegem,Apartment,,399000,180,0,1,0,45,,,,,0,As new,20029078,"('Under option', 'No')",
1060 — Saint-Gilles - Sint-Gillis,,Duplex,405000,119,1,0,0,1,,,,2,0,Good,20149753,"('Under option', 'No')",
8420 — De Haan,Apartment,,410000,111,1,1,0,0,,,,,0,As new,20168986,No,
2000 — Antwerp,Apartment,,419000,95,1,0,0,30,,,,1,1,Good,20244147,"('Under option', 'No')",
8620 — Nieuwpoort,Apartment,,435000,80,1,1,0,0,,,,,0,Good,20208126,No,
9830 — Sint-Martens-Latem,Apartment,,445000,117,0,0,0,11,,,,,0,As new,20203901,No,
8500 — Kortrijk,Apartment,,450000,147,1,1,0,55,,,,,0,To renovate,20088203,No,
8790 — Waregem,Apartment,,450000,322,1,0,0,0,,,,,0,Good,20140144,No,
9000 — Gent,Apartment,,465000,101,0,0,0,10,,,,,0,Good,20234968,No,
8300 — Knokke-Heist,Apartment,,499000,70,0,1,0,0,,,,,0,As new,20229787,No,
9000 — Gent,,Duplex,519000,108,1,0,0,14,,,,,0,Good,20248472,No,
1040 — Etterbeek,Apartment,,520000,135,1,1,0,8,,,,2,1,As new,20143790,"('Under option', 'No')",
8300 — Knokke,Apartment,,520000,85,1,1,0,0,,,,2,0,Good,20189862,No,
8300 — Knokke,Apartment,,525000,69,0,0,0,0,,,,,0,Just renovated,20225089,No,
8300 — Knokke-Zoute,Apartment,,525000,69,1,1,0,0,,,,2,0,Just renovated,20102611,No,
9000 — Gent,Apartment,,554893,90,0,0,0,11,,,,,0,Good,11440021,No,
,,,,0,0,0,0,,,,,0,,,,,
8301 — Duinbergen,Apartment,,575000,88,1,1,0,0,,,,3,0,Good,20214497,No,
8301 — Duinbergen,Apartment,,599000,85,1,1,0,0,,,,2,0,Good,20214496,No,
8301 — Duinbergen,Apartment,,599000,88,1,1,0,0,,,,,0,Good,20214389,No,
8300 — Knokke,Apartment,,615000,86,1,1,0,0,,,,,0,Good,11329273,No,
8300 — Knokke-Heist,Apartment,,625000,89,0,1,0,0,,,,,0,Good,10109051,No,
8300 — Knokke,Apartment,,625000,89,1,0,0,0,,,,2,0,Good,10058245,No,
1150 — Woluwe-Saint-Pierre,Apartment,,645000,175,1,1,0,40,50,50,,3,1,Good,11241195,"('Under option', 'No')",
2060 — Antwerpen (2060),Apartment,,648000,200,1,1,0,12,,,,,0,Good,20134500,No,
2140 — Borgerhout,,Loft,648000,200,1,1,0,12,,,,,0,Good,20133345,No,
1420 — Braine-l'Alleud,,Ground,690000,160,1,1,0,52,427,427,,3,1,Good,11414092,No,
1050 — Ixelles,Apartment,,695000,144,1,1,0,35,,,,3,1,To be done up,20226255,"('Under option', 'No')",
8300 — Knokke,,Penthouse,695000,77,1,1,0,0,,,,2,0,Just renovated,20152729,No,
8300 — Knokke-Heist,Apartment,,775000,92,1,1,0,0,,,,2,0,Good,20224776,No,
8301 — Duinbergen,Apartment,,775000,89,0,1,0,5,,,,,0,Good,11489491,No,
8300 — Knokke,Apartment,,795000,80,1,1,0,0,,,,2,0,Good,20015813,No,
1050 — Ixelles,Apartment,,800000,117,0,1,0,0,,,,3,1,As new,20122667,No,
8300 — Knokke,Apartment,,815000,76,1,1,0,4,,,,2,0,Just renovated,11028614,No,
2000 — Antwerpen (2000),Apartment,,895000,203,1,1,0,10,,,,,0,As new,20146170,No,
8300 — Knokke,Apartment,,899000,59,0,0,0,0,,,,,0,Good,11484324,No,
8300 — Knokke-Heist,Apartment,,945000,105,0,0,0,76,,,,,0,Good,20198606,No,
8620 — Nieuwpoort,Apartment,,975000,92,0,1,0,0,,,,,0,As new,20066595,No,
8300 — Knokke,Apartment,,995000,80,0,0,0,0,,,,,0,Good,20153981,No,
8620 — Nieuwpoort,Apartment,,1050000,116,1,1,0,0,,,,,0,As new,20190533,No,
8300 — Knokke,Apartment,,1180000,73,0,1,0,0,,,,,0,As new,10685690,No,
8300 — Knokke-Zoute,Apartment,,1190000,86,1,0,0,0,,,,,0,As new,11465310,No,
8300 — Knokke,Apartment,,1195000,105,1,0,0,0,,,,,0,Just renovated,11032826,No,
8301 — Duinbergen,Apartment,,1198000,99,0,0,0,0,,,,,0,Just renovated,11348387,No,
8300 — Knokke-Heist,Apartment,,1250000,75,0,0,0,0,,,,,0,Just renovated,10519211,No,
8300 — Knokke,Apartment,,1370000,110,0,0,0,0,,,,,0,As new,20225086,No,
8300 — Knokke,Apartment,,1375000,84,0,0,0,0,,,,,0,As new,11461944,No,
8300 — Knokke,Apartment,,1375000,84,1,1,0,0,,,,2,0,As new,11282980,No,
8300 — Knokke-Heist,Apartment,,1375000,84,1,1,0,0,,,,2,0,Just renovated,11410051,No,
8300 — Knokke,Apartment,,1385000,121,0,0,0,0,,,,2,0,Good,11427747,No,
8301 — Duinbergen,Apartment,,1385000,121,0,0,0,0,,,,2,0,Good,11427746,No,
8300 — Knokke-Heist,Apartment,,1590000,90,0,1,0,0,,,,,0,Good,11316742,No,
8300 — Knokke,Apartment,,1595000,90,0,1,0,0,,,,,0,Good,20191704,No,
