Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,
8300 — Knokke,Apartment,,1595000,140,0,0,0,0,,,,,0,As new,11145923,No,
8300 — Knokke-Heist,Apartment,,1650000,106,0,1,0,0,,,,,0,Just renovated,11292068,No,
8300 — Knokke,Apartment,,1650000,125,1,0,0,0,,,,3,0,Just renovated,10805218,No,
8300 — Knokke-Zoute,Apartment,,2790000,147,1,0,0,0,,,,,1,As new,20153992,No,
8300 — Knokke,Apartment,,2990000,181,0,0,0,0,,,,,0,As new,10776308,No,
8300 — Knokke-Zoute,Apartment,,3295000,154,0,1,0,0,,,,,0,Just renovated,20057126,No,
9900 — Eeklo,Apartment,,195000,94,0,0,0,16,,,,,0,,20267660,No,
8420 — Wenduine,Apartment,,210000,99,1,1,0,0,,,,,0,Good,20265068,No,
2660 — HOBOKEN,Apartment,,230000,91,1,0,0,12,,,,4,0,Good,20268652,No,
1180 — Uccle,,Penthouse,995000,288,1,1,0,65,,,,2,1,As new,20140686,No,
9300 — Aalst,Apartment,,175000,75,1,1,0,0,,,,,1,Good,20280664,No,
1030 — CCN,,Flat,180000,41,0,0,0,0,,,,,0,Good,20271824,No,
,,,,0,0,0,0,,,,,0,,,,,
2018 — ANTWERPEN,Apartment,,375000,124,1,0,0,4,,,,,0,Good,20284664,No,
9000 — Gent,Apartment,,375000,94,0,0,0,0,,,,,0,,20282817,No,
,,,,0,0,0,0,,,,,0,,,,,
9000 — Gent,Apartment,,385000,94,0,0,0,0,,,,,0,,20282815,No,
2018 — Antwerpen,Apartment,,419900,146,1,1,0,5,,,,2,1,As new,20267040,No,
8370 — Blankenberge,Apartment,,620000,272,0,1,0,0,,,,2,1,Just renovated,20156736,No,
8400 — Oostende,Apartment,,157500,60,1,1,0,0,,,,2,1,Good,20294143,No,
1050 — Ixelles,Apartment,,259000,50,1,1,0,0,,,,2,1,Good,20293959,No,
1800 — Vilvoorde,Apartment,,279000,75,1,1,0,4,,,,2,0,,20294306,No,
2243 — PULLE,Apartment,,285000,106,1,0,0,36,,,,2,0,As new,20279851,No,
8920 — Langemark-Poelkapelle,Apartment,,298000,93,1,1,0,0,,,,,0,Good,20279568,No,
7190 — Ecaussinnes,Apartment,,239000,113,1,1,0,0,,,,2,1,Good,20286294,No,
4800 — Verviers,Apartment,,259000,108,1,1,0,12,,,,3,1,Good,20286260,No,
9940 — Evergem,Apartment,,263668,75,0,1,0,0,,,,,0,Good,20287740,No,
2547 — LINT,,Ground,299500,78,1,0,0,48,,,,4,0,,20290664,No,
8400 — Oostende,Apartment,,279000,96,1,1,0,8,,,,2,1,Good,20280617,No,
4020 — Liège,Apartment,,129000,81,1,1,0,0,,,,2,1,To be done up,20303470,No,
1080 — Sint-Jans-Molenbeek,Apartment,,245000,86,1,1,0,6,,,,3,1,Good,20304496,No,
8400 — Oostende,Apartment,,189000,52,0,1,0,0,,,,,0,Good,20258470,No,
4500 — HUY,Apartment,,265000,116,1,0,0,11,397,397,,2,0,,20261201,No,
2870 — PUURS-SINT-AMANDS,Apartment,,290000,98,1,0,0,36,,,,2,0,Good,11481614,No,
1070 — Anderlecht,Apartment,,299000,90,1,1,0,20,,,,2,1,As new,20223016,No,
6001 — Charleroi,Apartment,,99999,,0,0,0,0,,,,,1,Good,20318881,No,
2275 — Lille,Apartment,,299000,115,0,1,0,23,,,,2,0,As new,20316717,No,
2000 — Antwerpen,,Duplex,409000,105,0,1,0,0,,,,2,1,Good,20316873,No,
1932 — SINT-STEVENS-WOLUWE,,Duplex,375000,113,1,0,0,17,,,,2,0,,20276913,"('Under option', 'No')",
8400 — Oostende,,Duplex,455000,130,0,1,0,64,,,,,0,Good,20275520,No,
1050 — Ixelles,Apartment,,325000,66,1,1,0,5,,,,2,1,As new,20309113,No,
8300 — Knokke-Heist,,Penthouse,1195000,165,0,0,1,0,,,,,0,As new,20309672,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
1440 — Braine-le-Château Wauthier-Braine,,Ground,319000,98,1,1,0,9,41,41,,4,1,Good,20159446,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
2140 — Borgerhout,,Ground,245000,77,1,1,0,95,95,95,,,0,To renovate,20270188,No,
2600 — Berchem (2600),,Ground,245000,77,1,1,0,95,95,95,,,0,To renovate,20270187,No,
9600 — Ronse,Apartment,,98000,49,1,1,0,0,,,,,1,Good,20272447,No,
4040 — Herstal,Apartment,,99900,60,1,1,0,5,,,,,1,Good,20245410,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
2060 — Antwerpen,Apartment,,199900,61,1,1,0,1,,,,2,1,As new,20240519,No,
2170 — Antwerpen,Apartment,,199900,90,1,1,0,0,,,,2,1,To renovate,20252898,No,
1160 — Auderghem,,Ground,215000,55,1,1,0,0,,,,,1,Good,20244552,"('Under option', 'No')",
9880 — Aalter,Apartment,,217500,76,0,0,0,0,,,,,0,Good,20200040,No,
1060 — Saint-Gilles,Apartment,,220000,98,1,1,0,0,,,,2,1,Good,20180442,No,
2930 — Brasschaat,Apartment,,225000,95,0,0,0,2,,,,2,0,To be done up,20257301,No,
1200 — Sint-Lambrechts-Woluwe,Apartment,,269000,62,0,1,0,0,,,,,0,Good,20270682,No,
1150 — Woluwe-Saint-Pierre,Apartment,,285000,76,1,1,0,14,,,,2,1,To renovate,20284339,No,
9050 — Gent,Apartment,,290000,110,1,1,0,10,,,,2,1,Good,20270874,No,
1030 — Schaerbeek,Apartment,,295000,90,1,1,0,7,,,,2,1,Good,20148173,"('Under option', 'No')",
1090 — Jette,Apartment,,299000,117,1,1,0,0,,,,2,1,Just renovated,20273835,No,
1200 — Woluwe-Saint-Lambert,Apartment,,299000,80,1,1,0,0,,,,3,1,To be done up,20256421,No,
1080 — Molenbeek-saint-jean,Apartment,,325000,90,1,1,0,0,,,,2,1,Good,20280619,No,
1200 — Woluwe-Saint-Lambert,,Flat,340000,52,52,1,0,0,5,,,,4,1,As new,20259537,No
1000 — Bruxelles,Apartment,,350000,92,1,1,0,24,,,,3,1,Good,20234501,No,
1080 — Molenbeek-saint-jean,Apartment,,365000,90,1,1,0,160,,,,2,1,Good,20280675,No,
1200 — Woluwe-Saint-Lambert,,Ground,365000,124,1,1,0,13,,,,3,1,As new,20264656,"('Under option', 'No')",
1200 — Sint-Lambrechts-Woluwe,Apartment,,378000,,1,0,0,5,,,,,1,As new,20309976,No,
1150 — Woluwe-Saint-Pierre,Apartment,,445000,120,1,1,0,9,25,25,,,1,Good,20178037,No,
8000 — Brugge,Apartment,,545000,138,1,1,0,0,,,,2,0,Just renovated,20213854,No,
1180 — UCCLE,Apartment,,549000,135,1,0,0,25,100,100,,4,0,As new,20286772,No,
1200 — Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,Apartment,,550000,154,1,0,0,20,100,100,,,1,As new,20310923,"('Under option', 'No')",
1160 — Auderghem,,Ground,570000,120,1,1,0,42,120,120,,2,0,To be done up,20237213,No,
1200 — Woluwe-Saint-Lambert,Apartment,,580000,138,1,1,0,0,,,,2,1,Good,20285448,No,
8300 — Knokke,Apartment,,795000,75,0,0,0,0,,,,,0,As new,20263897,No,
9000 — Gent,Apartment,,875000,128,1,1,0,38,,,,3,1,As new,20284391,No,
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke,Apartment,,999999,118,0,0,0,0,,,,,0,As new,20135600,No,
2600 — Berchem,Apartment,,1820000,537,0,0,0,0,450,450,,2,0,Good,20250949,No,
1081 — KOEKELBERG,Apartment,,219000,80,1,1,0,0,,,,2,0,To be done up,20301156,No,
6900 — Marche-en-Famenne,,Ground,325000,103,0,0,0,3,,,,,0,Just renovated,20298841,No,
9820 — Merelbeke,Apartment,,339000,92,1,1,0,40,,,,3,0,As new,20298318,No,
8300 — Knokke-Heist,Apartment,,815000,76,1,0,0,5,,,,,1,Just renovated,20299159,No,
2660 — HOBOKEN,,Ground,158000,88,1,0,0,0,,,,2,0,To be done up,20265596,No,
1000 — Bruxelles,Apartment,,239000,69,1,0,0,0,,,,,0,Good,20313826,No,
8370 — Blankenberge,Apartment,,259000,78,1,1,0,0,,,,2,1,Good,20254002,No,
1340 — Ottignies-Louvain-la-Neuve,Apartment,,325000,90,1,1,0,11,,,,,1,Good,20251644,No,
9000 — Gent,Apartment,,419000,155,0,0,0,0,,,,2,0,Good,20258517,No,
2140 — Borgerhout,,Loft,498000,225,1,1,0,12,,,,,0,,20264681,No,
2000 — ANTWERPEN,Apartment,,725000,125,1,0,0,6,,,,2,0,,20265778,No,
8300 — Knokke,,Duplex,895000,131,0,0,0,0,,,,,0,Good,20314389,No,
4000 — Liège,,Flat,99000,30,1,1,0,0,,,,2,1,Good,20266757,"('Under option', 'No')",
1030 — Schaerbeek,Apartment,,630000,252,1,1,0,0,,,,2,1,To renovate,20244073,No,
1060 — SAINT-GILLES,,Triplex,560000,100,0,0,0,0,,,,2,0,,20293272,No,
1060 — SAINT-GILLES,Apartment,,560000,100,0,0,0,0,,,,2,0,,20293271,No,
8820 — Torhout,Apartment,,159000,73,0,0,0,0,,,,,0,Good,20306471,No,
8000 — Brugge,,Ground,249000,80,0,0,0,0,,,,,0,Good,20308713,No,
1800 — Vilvoorde,Apartment,,295000,75,1,0,0,18,,,,,0,Good,20305738,No,
9300 — AALST,Apartment,,279000,108,0,0,0,0,,,,,0,To be done up,20263566,No,
,,,,0,0,0,0,,,,,0,,,,,
9620 — Zottegem,,Duplex,265000,131,1,0,0,0,,,,2,1,As new,20300373,No,
8800 — Roeselare,Apartment,,175000,103,0,1,0,0,,,,,0,Good,20278401,No,
1160 — Auderghem,,Ground,219000,66,1,1,0,0,,,,3,0,Good,20167382,No,
8000 — Brugge,Apartment,,389000,177,0,0,0,0,,,,,0,Good,20278617,No,
8300 — Knokke,Apartment,,1650000,125,0,0,0,0,,,,,0,As new,20278562,No,
2180 — Antwerpen,Apartment,,249000,88,1,0,0,9,,,,,1,As new,20310681,No,
8670 — Sint-Idesbald,Apartment,,450000,,0,0,0,0,,,,,0,Good,20213478,No,
9880 — Aalter,Apartment,,155000,90,0,0,0,0,,,,,0,To renovate,20296170,No,
8660 — De Panne,Apartment,,215000,57,0,0,0,6,,,,,0,Good,20297535,No,
1160 — Auderghem,,Duplex,365000,102,1,1,0,0,,,,,0,,20296606,No,
,,,,0,0,0,0,,,,,0,,,,,
1050 — Ixelles,,Penthouse,895000,178,1,1,0,18,,,,2,1,Just renovated,20295027,No,
8400 — Oostende,,Flat,119000,43,0,1,0,0,,,,,0,To be done up,20255712,No,
9820 — Merelbeke,Apartment,,249000,105,1,1,0,0,,,,,0,To be done up,20253523,No,
1210 — Saint-Josse-ten-Noode,Apartment,,360000,130,1,1,0,0,,,,,1,Good,20243126,"('Under option', 'No')",
2221 — Booischot,Apartment,,415000,133,0,0,0,0,,,,,0,Good,20255709,No,
5580 — ROCHEFORT,Apartment,,170000,92,1,0,0,0,2,2,,2,0,,20313461,No,
8560 — Wevelgem,Apartment,,185000,90,0,0,0,0,,,,,0,Good,20312704,No,
1170 — Watermael-Boitsfort,Apartment,,300000,85,0,1,0,0,,,,4,0,To be done up,20312618,No,
1050 — Ixelles,Apartment,,1570000,297,0,1,1,300,,,,4,1,As new,20313961,No,
1140 — Evere,,Flat,195000,43,1,1,0,12,,,,,1,As new,20244943,No,
,,,,0,0,0,0,,,,,0,,,,,
1081 — KOEKELBERG,Apartment,,315000,95,1,0,0,0,,,,2,0,To be done up,20274462,No,
2020 — Antwerpen,Apartment,,317900,80,1,1,0,0,35,35,,2,1,As new,20233148,"('Under option', 'No')",
9000 — Gent,Apartment,,649000,124,0,1,0,13,,,,,0,,20272722,No,
1370 — JODOIGNE,Apartment,,125000,60,1,0,0,15,,,,2,0,Good,20307314,No,
6220 — FLEURUS,Apartment,,155000,58,1,0,0,0,,,,3,0,,20305997,"('Under option', 'No')",
9032 — WONDELGEM,Apartment,,209000,90,1,0,0,0,,,,2,0,To renovate,20308480,"('Under option', 'No')",
9473 — Denderleeuw Welle,Apartment,,209000,88,1,0,0,0,,,,2,0,Good,20304653,No,
9800 — DEINZE,Apartment,,217500,90,1,0,0,0,,,,2,0,Good,20308487,No,
8300 — Knokke-Heist,Apartment,,349500,46,1,1,0,0,,,,2,0,Good,20304036,No,
2870 — Puurs-Sint-Amands,,Penthouse,378000,110,1,0,0,10,,,,3,0,As new,20305365,No,
4500 — HUY,Apartment,,99000,75,0,1,0,0,,,,2,0,,20052637,"('Under option', 'No')",
1080 — Molenbeek-Saint-Jean,,Flat,115000,40,1,1,0,10,,,,2,1,To renovate,20245195,No,
8434 — Westende,Apartment,,130000,52,0,1,0,0,,,,,0,To renovate,20103329,No,
8370 — Blankenberge,Apartment,,135000,67,0,1,0,1,,,,,0,To renovate,10505988,No,
4500 — HUY,Apartment,,149000,81,1,0,0,0,,,,4,0,Good,20074135,"('Under option', 'No')",
2018 — ANTWERPEN,,Flat,,50,0,0,0,0,,,,2,0,To be done up,11473507,No,
1070 — ANDERLECHT,Apartment,,154000,46,1,0,0,2,,,,2,0,Good,20206271,"('Under option', 'No')",
2140 — Borgerhout,,Flat,159000,32,1,0,0,0,,,,2,0,Just renovated,20205582,No,
8800 — Roeselare,Apartment,,159000,123,1,0,0,0,,,,,0,To be done up,20172659,No,
,,,,0,0,0,0,,,,,0,,,,,
8430 — Middelkerke,,Flat,170000,32,1,1,0,0,,,,,0,Good,20225093,No,
1000 — Bruxelles,,Flat,175000,35,1,1,0,7,,,,4,1,Good,20074046,"('Under option', 'No')",
2660 — HOBOKEN,Apartment,,175000,70,1,0,0,0,150,150,,3,0,To be done up,10002586,No,
1080 — MOLENBEEK-SAINT-JEAN,Apartment,,180000,68,1,0,0,15,,,,2,0,,20153236,"('Under option', 'No')",
1348 — Ottignies-Louvain-la-Neuve,,Ground,189000,42,1,1,0,0,28,28,,2,1,To be done up,20186591,"('Under option', 'No')",
1400 — NIVELLES,Apartment,,190000,80,1,0,0,6,,,,4,0,As new,20094526,"('Under option', 'No')",
2870 — Breendonk,,Service,190000,58,0,0,0,0,,,,,0,Good,11026221,No,
1070 — Anderlecht,Apartment,,199000,55,1,1,0,15,40,40,,2,1,Just renovated,11313047,"('Under option', 'No')",
7330 — SAINT-GHISLAIN,Apartment,,199000,75,1,0,0,4,,,,3,0,Good,11387350,No,
1080 — MOLENBEEK-SAINT-JEAN,Apartment,,215000,75,1,0,0,0,,,,2,0,To be done up,20227277,"('Under option', 'No')",
4041 — Herstal,Apartment,,215000,60,1,1,0,12,855,855,,,0,As new,20189629,No,
5000 — Namur,Apartment,,215000,57,1,0,0,6,,,,2,0,As new,20209843,"('Under option', 'No')",
1600 — SINT-PIETERS-LEEUW,Apartment,,219000,65,1,0,0,7,,,,2,0,Good,20251548,"('Under option', 'No')",
1500 — Halle (1500),Apartment,,225000,89,1,0,0,0,,,,,0,Good,20247801,"('Under option', 'No')",
8660 — De Panne,Apartment,,225000,78,0,1,0,0,,,,,0,To renovate,11024115,No,
2830 — WILLEBROEK,Apartment,,228000,75,1,0,0,3,,,,,0,Just renovated,20186738,No,
1070 — Anderlecht,Apartment,,229000,87,1,1,0,15,,,,2,1,Just renovated,20116288,"('Under option', 'No')",
8400 — Oostende,,Penthouse,229000,74,0,0,0,25,,,,,0,Good,20207193,No,
8793 — Sint-Eloois-Vijve,,Ground,229000,82,0,1,0,0,,,,,0,Good,20221169,No,
1050 — IXELLES,Apartment,,230000,56,0,0,0,6,,,,,0,To renovate,20202518,No,
3200 — AARSCHOT,Apartment,,230000,53,1,0,0,0,,,,,0,Good,20194055,No,
,,,,0,0,0,0,,,,,0,,,,,
2060 — ANTWERPEN,Apartment,,231000,66,1,0,0,0,,,,2,0,Just renovated,20221425,No,
8560 — Wevelgem,Apartment,,235000,75,0,1,0,9,,,,,0,Good,20242751,No,
8560 — Wevelgem,Apartment,,235000,75,0,1,0,9,,,,,0,Good,20242746,No,
8420 — De Haan,Apartment,,239000,71,1,1,0,0,,,,,0,Good,20191510,No,
8560 — Wevelgem,Apartment,,239000,75,0,1,0,9,,,,,0,Good,20242748,No,
8560 — Wevelgem,Apartment,,239000,75,0,1,0,9,,,,,0,Good,20242747,No,
8980 — GENT,Apartment,,245000,45,0,0,0,8,,,,,0,To be done up,20156963,No,
8420 — De Haan,Apartment,,248000,59,1,1,0,0,,,,,0,Just renovated,20059260,No,
1030 — Schaerbeek,Apartment,,249000,83,1,0,0,0,35,35,,2,0,Just renovated,20229627,"('Under option', 'No')",
7330 — SAINT-GHISLAIN,Apartment,,249000,100,1,0,0,5,,,,3,0,Good,11362609,No,
8670 — Koksijde,Apartment,,249000,60,0,1,0,0,,,,,0,Just renovated,20075992,No,
8800 — Roeselare,Apartment,,254900,118,0,1,0,0,,,,,0,Good,11362878,No,
8560 — Wevelgem,Apartment,,255000,79,0,1,0,9,,,,,0,Good,20242749,No,
9700 — Oudenaarde,Apartment,,259000,118,0,1,0,9,,,,2,0,Good,11105773,No,
8380 — Zeebrugge,Apartment,,269000,77,1,1,0,0,,,,2,0,Good,20133198,No,
9700 — Oudenaarde,Apartment,,269000,66,0,1,0,9,,,,4,0,Good,11032761,No,
9700 — Oudenaarde,Apartment,,269000,66,0,1,0,9,,,,4,0,Good,10715623,No,
2610 — WILRIJK,,Ground,274000,87,1,0,0,10,50,50,,,0,,11488899,No,
4460 — GRÂCE-HOLLOGNE,Apartment,,275000,173,1,0,0,10,,,,4,0,Just renovated,20235140,No,
8670 — Oostduinkerke,,Service,275000,63,0,1,0,0,,,,,0,Good,20024243,No,
9450 — Haaltert,Apartment,,275000,108,0,0,0,0,,,,,0,Good,20153987,No,
8420 — De Haan,Apartment,,279000,90,1,1,0,0,,,,,0,To be done up,20214640,No,
,,,,0,0,0,0,,,,,0,,,,,
1050 — Ixelles,Apartment,,290000,70,1,1,0,9,,,,2,1,To renovate,20004254,"('Under option', 'No')",
9000 — Gent,Apartment,,290000,78,1,1,0,0,,,,,0,Good,10762128,No,
2830 — Willebroek,Apartment,,299000,109,1,0,0,8,,,,,0,Just renovated,20218085,"('Under option', 'No')",
8380 — Zeebrugge,Apartment,,299000,89,0,0,0,0,,,,,0,Good,20242800,No,
9800 — Deinze,Apartment,,305000,90,0,0,0,0,,,,,0,Good,11480891,No,
6700 — ARLON,Apartment,,310000,85,1,0,0,21,,,,2,0,Good,11078613,No,
2150 — Borsbeek,Apartment,,319000,102,0,0,0,0,,,,,0,Just renovated,20201608,No,
2890 — OPPUURS,Apartment,,319000,95,1,0,0,17,70,70,,2,0,,11417282,No,
1000 — Bruxelles,Apartment,,330000,92,0,1,0,0,,,,,1,As new,20251702,No,
,,,,0,0,0,0,,,,,0,,,,,
2830 — Willebroek,Apartment,,339000,91,0,0,0,18,17,17,,,0,,20046857,No,
1030 — Schaerbeek,Apartment,,340000,123,0,0,0,2,,,,2,0,,20251504,No,
2600 — BERCHEM,Apartment,,345000,110,1,0,0,5,,,,,0,Just renovated,20227280,No,
4020 — Liège,,Loft,365000,114,1,1,0,15,42,42,,2,1,Just renovated,20114008,No,
2600 — BERCHEM,Apartment,,,125,1,0,0,20,,,,,0,Just renovated,20243438,No,
1340 — OTTIGNIES,Apartment,,370000,116,1,0,0,9,,,,,0,,11436258,"('Under option', 'No')",
9400 — Ninove,Apartment,,379000,199,0,0,0,0,,,,,0,Good,20146269,No,
8420 — De Haan,Apartment,,384000,76,0,1,0,0,,,,,0,To be done up,20130395,No,
9050 — Ledeberg,Apartment,,385000,109,0,0,0,0,,,,,0,Good,20127353,No,
1090 — Jette,,Duplex,389000,125,1,1,0,12,,,,3,0,Good,20025406,"('Under option', 'No')",
1090 — Jette,,Loft,395000,179,1,1,0,11,200,200,,2,1,Good,9437761,"('Under option', 'No')",
1090 — Jette,,Loft,395000,179,1,1,0,11,200,200,,2,1,Good,9332176,"('Under option', 'No')",
6700 — ARLON,Apartment,,395000,104,1,0,0,15,,,,,0,Good,20139547,"('Under option', 'No')",
1348 — OTTIGNIES-LOUVAIN-LA-NEUVE,Apartment,,405000,98,1,0,0,15,,,,,0,As new,20064802,No,
2610 — WILRIJK,Apartment,,405000,128,1,0,0,5,,,,2,0,Just renovated,20225809,"('Under option', 'No')",
8430 — MIDDELKERKE,Apartment,,410000,85,1,0,0,0,,,,,0,Good,20040952,No,
9900 — Eeklo,,Duplex,415000,250,0,0,0,0,,,,,0,Good,20018618,No,
2610 — WILRIJK,Apartment,,425000,128,1,0,0,5,,,,2,0,Just renovated,20229492,"('Under option', 'No')",
9070 — HEUSDEN,Apartment,,425000,168,1,0,0,0,,,,2,0,Good,11117954,"('Under option', 'No')",
9991 — Adegem,Apartment,,425000,124,0,1,0,0,,,,,0,As new,20149431,No,
9070 — HEUSDEN,Apartment,,435000,168,1,0,0,0,,,,2,0,Good,11117952,"('Under option', 'No')",
3120 — Tremelo,Apartment,,436000,162,0,0,0,0,,,,,0,Good,20232511,No,
8300 — Knokke-Heist,Apartment,,449000,74,0,1,0,0,,,,,0,Good,20206956,No,
8420 — Wenduine,,Penthouse,449000,93,1,1,0,0,,,,,0,Good,20170343,No,
2000 — ANTWERPEN,Apartment,,475000,101,0,0,0,12,,,,,0,Good,20142333,"('Under option', 'No')",
8300 — Knokke,Apartment,,495000,57,1,1,0,0,,,,2,0,Good,20176637,No,
8300 — Knokke,Apartment,,495000,60,1,0,0,0,,,,,0,As new,11334524,No,
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke,Apartment,,499000,67,0,0,0,0,,,,,0,Good,10738318,No,
9050 — Ledeberg,Apartment,,499000,116,0,1,0,0,,,,3,0,Good,20226425,No,
1040 — ETTERBEEK,Apartment,,515000,186,1,0,1,12,,,,,0,Good,20105926,No,
1150 — WOLUWE-SAINT-PIERRE,Apartment,,525000,130,1,0,0,6,,,,2,0,Just renovated,20192409,No,
1190 — Forest,Apartment,,549000,165,1,0,0,7,,,,2,1,Good,11031966,No,
8620 — Nieuwpoort,Apartment,,499000,76,1,1,0,0,,,,,0,As new,11125329,No,
1050 — ELSENE,Apartment,,595000,121,1,0,0,0,,,,2,0,Good,20222228,No,
1050 — ELSENE,Apartment,,595000,116,1,0,0,0,,,,2,0,Good,20222227,No,
8300 — Knokke-Heist,Apartment,,595000,79,0,0,0,0,,,,,0,Good,10763932,"('Under option', 'No')",
2440 — Geel,Apartment,,599000,260,0,0,0,0,,,,,0,As new,20034153,No,
8300 — Knokke-Heist,Apartment,,685000,70,0,1,0,0,,,,,0,Just renovated,20204252,No,
8300 — Knokke-Zoute,Apartment,,740000,72,1,1,0,0,,,,2,0,As new,20223630,No,
,,,,0,0,0,0,,,,,0,,,,,
1150 — Woluwe-Saint-Pierre,,Penthouse,750000,210,1,1,0,0,,,,3,1,To renovate,20197153,No,
8300 — Knokke-Heist,Apartment,,770000,106,1,1,0,0,,,,2,0,Good,20224775,No,
8300 — Knokke,Apartment,,795000,83,0,0,0,0,,,,,0,To renovate,20082089,No,
8300 — Knokke,,Duplex,795000,85,0,1,0,0,,,,,0,Good,10599103,No,
8301 — Duinbergen,Apartment,,795000,131,0,1,0,0,,,,,0,To renovate,11331457,No,
8660 — De Panne,,Penthouse,795000,155,0,0,0,0,,,,,0,Good,20134491,No,
8660 — De Panne,,Penthouse,795000,155,0,0,0,0,,,,,0,Good,11278488,No,
8300 — Knokke-Heist,Apartment,,845000,82,0,0,0,0,,,,,0,Just renovated,11489123,No,
8300 — Knokke-Heist,Apartment,,895000,240,0,1,0,0,,,,,0,Just renovated,11465287,No,
8300 — Knokke-Heist,Apartment,,975000,110,1,1,0,0,,,,3,0,Good,20196255,No,
8300 — Knokke,Apartment,,975000,110,0,0,0,0,,,,,0,Just renovated,20065846,No,
8300 — Knokke-Heist,Apartment,,985000,70,0,0,0,0,,,,,0,Just renovated,11046991,No,
8300 — Knokke,Apartment,,985000,68,1,1,0,0,,,,2,0,Just renovated,11484997,No,
8300 — Knokke-Heist,Apartment,,1015000,110,0,1,0,0,,,,,0,Just renovated,11202029,No,
8300 — Knokke-Zoute,Apartment,,1175000,81,0,0,0,0,,,,,0,As new,11134916,No,
8300 — Knokke-Heist,Apartment,,1195000,120,0,1,0,0,,,,,0,As new,20221029,No,
8300 — Knokke,Apartment,,1198000,99,0,0,0,0,,,,,0,Good,11246215,No,
8300 — Knokke,Apartment,,1250000,75,1,0,0,0,,,,2,0,Just renovated,11484998,No,
8300 — Knokke-Heist,Apartment,,1250000,115,0,0,0,0,,,,,0,Just renovated,11037050,No,
8300 — Knokke,Apartment,,1275000,156,0,0,0,0,,,,,0,Good,10913529,No,
1050 — Ixelles,,Ground,1295000,367,1,1,1,0,490,490,,,1,As new,11262187,No,
8300 — Knokke,Apartment,,1375000,84,0,0,0,0,,,,,0,Just renovated,11424343,No,
8420 — De Haan,Apartment,,1380000,132,1,1,0,0,,,,,0,As new,20235946,No,
8300 — Knokke-Zoute,Apartment,,1395000,77,0,0,0,0,,,,,0,To be done up,20098162,No,
8400 — Oostende,Apartment,,1450000,186,1,0,0,0,,,,,0,Good,20109294,No,
1180 — Uccle,Apartment,,1455000,279,1,0,0,0,,,,3,1,As new,20079216,No,
,,,,0,0,0,0,,,,,0,,,,,
8400 — Oostende,Apartment,,1550000,178,0,0,0,0,,,,,0,As new,20041634,No,
8300 — Knokke,Apartment,,1875000,95,0,0,0,0,,,,,0,As new,20225085,No,
8620 — Nieuwpoort,Apartment,,2700000,293,0,0,0,0,,,,,0,Good,11347147,No,
8300 — Knokke-Zoute,Apartment,,2975000,125,0,0,0,37,,,,,1,As new,20024156,No,
8300 — Knokke-Heist,Apartment,,2995000,158,0,0,0,0,,,,,0,As new,20043845,No,
8300 — Knokke-Zoute,Apartment,,4200000,246,1,1,0,0,,,,3,0,Good,20206772,No,
8300 — Knokke-Zoute,Apartment,,4200000,254,0,1,0,0,,,,,0,Good,11329638,No,
9000 — Gent,Apartment,,309000,57,1,0,0,5,,,,,0,Good,20267057,No,
3000 — Leuven,,Ground,565000,96,0,0,0,25,95,95,,,0,,20267353,No,
1030 — Schaerbeek,Apartment,,210000,84,1,1,0,0,,,,2,1,To renovate,20272028,"('Under option', 'No')",
2018 — Antwerpen (2018),Apartment,,239000,80,0,0,0,0,,,,,0,,20282568,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
4620 — Fléron,Apartment,,219000,100,1,1,0,25,21,21,,3,1,Good,20294954,No,
9000 — Gent,Apartment,,1450000,300,0,0,0,0,6,6,,,0,Good,20310194,No,
2890 — SINT-AMANDS,Apartment,,329000,94,1,0,0,10,,,,2,0,,20264387,No,
6940 — Durbuy,Apartment,,135000,96,1,1,0,0,,,,,0,Good,20242237,No,
1000 — Brussels,Apartment,,235000,55,1,0,0,0,,,,,1,Good,20310282,No,
9040 — Sint-Amandsberg,Apartment,,325000,126,0,0,0,0,,,,,0,As new,20287630,No,
2000 — Antwerpen,,Ground,379000,78,1,0,0,30,70,70,,2,0,As new,20286710,No,
4500 — HUY,Apartment,,100000,91,1,1,0,0,,,,2,0,To be done up,20303485,No,
9800 — DEINZE,Apartment,,335000,82,1,0,0,0,,,,2,0,As new,20305420,No,
2000 — Antwerpen,Apartment,,395000,95,0,1,0,0,,,,2,1,As new,20301879,No,
2000 — Antwerpen,Apartment,,775000,121,0,0,0,30,,,,,0,Good,20302400,No,
6900 — Marche-en-Famenne,Apartment,,215000,89,1,1,0,0,,,,2,1,Good,20159187,"('Under option', 'No')",
