,Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,Tenement building
2327,8540 — Deerlijk,Apartment,None,170000.0,67.0,0,0,0,0.0,None,None,None,None,0.0,3,11398416,no,0
2328,8580 — Avelgem,Apartment,None,165000.0,105.0,0,0,0,0.0,None,None,None,None,0.0,3,20195063,no,0
2329,1800 — VILVOORDE,Apartment,None,175000.0,73.0,1,0,0,0.0,None,None,None,2.0,0.0,3,11459059,no,0
2330,6940 — Durbuy,Apartment,None,179000.0,118.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20105026,1,0
2331,8450 — Bredene,Apartment,None,179000.0,45.0,1,0,0,0.0,None,None,None,None,0.0,3,20242955,no,0
2332,8450 — Bredene,Apartment,None,179000.0,80.0,1,0,0,0.0,None,None,None,None,0.0,1,10929259,no,0
2333,9690 — Kluisbergen,Apartment,None,179000.0,95.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20228263,no,0
2334,8870 — Izegem,Apartment,None,180000.0,69.0,1,0,0,0.0,None,None,None,None,0.0,3,20163071,no,0
2335,8730 — Oedelem,Apartment,None,188000.0,50.0,0,0,0,0.0,None,None,None,None,0.0,3,11082100,no,0
2336,6940 — Durbuy,Apartment,None,189000.0,114.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20057356,1,0
2337,9700 — EINE,Apartment,None,195000.0,86.0,1,0,0,0.0,None,None,None,None,0.0,3,20246068,no,0
2338,1000 — Bruxelles,Apartment,None,199000.0,85.0,0,1,0,6.0,None,None,None,None,1.0,3,20157630,no,0
2339,8620 — Nieuwpoort,Apartment,None,199000.0,152.0,0,1,0,0.0,None,None,None,None,0.0,1,20098211,no,0
2340,9100 — SINT-NIKLAAS,Apartment,None,199000.0,102.0,1,0,0,6.0,None,None,None,None,0.0,4,20217818,1,0
2341,9700 — Oudenaarde,Apartment,None,199000.0,95.0,1,1,0,6.0,None,None,None,None,1.0,3,20233635,1,0
2342,9700 — Oudenaarde,Apartment,None,199000.0,90.0,0,1,0,0.0,None,None,None,2.0,0.0,3,11373358,no,0
2343,1082 — BERCHEM-SAINTE-AGATHE,Apartment,None,210000.0,None,0,0,0,3.0,None,None,None,2.0,0.0,3,20192355,1,0
2344,9100 — Sint-Niklaas,Apartment,None,210000.0,84.0,1,0,0,0.0,None,None,None,None,0.0,3,20235787,no,0
2345,9700 — OUDENAARDE,Apartment,None,210000.0,77.0,1,0,0,0.0,None,None,None,2.0,0.0,4,20216062,1,0
2346,2660 — HOBOKEN,Apartment,None,215000.0,79.0,1,0,0,4.0,None,None,None,4.0,0.0,3,20185726,no,0
2347,9700 — OUDENAARDE,Apartment,None,215000.0,66.0,1,0,0,0.0,None,None,None,2.0,0.0,4,20215926,1,0
2348,4020 — Liège,Apartment,None,219000.0,96.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20120478,no,0
2349,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,225000.0,105.0,0,0,0,9.0,None,None,None,2.0,0.0,2,20210926,1,0
2350,8587 — SPIERE-HELKIJN,Apartment,None,225000.0,115.0,1,0,0,7.0,None,None,None,None,0.0,3,11458445,no,0
2351,8650 — Houthulst,Apartment,None,225625.0,123.0,1,1,0,0.0,None,None,None,None,0.0,3,20130247,no,0
2352,8650 — Houthulst,Apartment,None,227525.0,131.0,1,1,0,0.0,None,None,None,None,0.0,3,20130241,no,0
2353,9000 — Gent,Apartment,None,230000.0,58.0,0,1,0,0.0,None,None,None,None,0.0,3,20133296,no,0
2354,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,235000.0,105.0,0,0,0,9.0,None,None,None,2.0,0.0,5,20210927,1,0
2355,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,235000.0,106.0,1,0,0,9.0,None,None,None,2.0,0.0,5,20074233,1,0
2356,9820 — Merelbeke,Apartment,None,240000.0,52.0,0,1,0,0.0,None,None,None,None,0.0,5,20190174,no,0
2357,1070 — Kuregem,Apartment,None,245000.0,80.0,1,1,0,10.0,None,None,None,None,0.0,3,20044911,1,0
2358,3300 — TIENEN,Apartment,None,245000.0,87.0,0,0,0,0.0,None,None,None,3.0,0.0,4,11368275,no,0
2359,4020 — Liège,Apartment,None,249000.0,105.0,1,1,0,8.0,30.0,30.0,None,2.0,0.0,5,20075188,1,0
2360,1060 — Saint-Gilles,Apartment,None,250000.0,55.0,1,1,0,0.0,None,None,None,2.0,1.0,3,10423650,1,0
2361,8400 — Oostende,Apartment,None,250000.0,85.0,0,0,0,0.0,None,None,None,None,0.0,1,11202293,no,0
2362,3300 — TIENEN,Apartment,None,255000.0,89.0,0,0,0,0.0,None,None,None,3.0,0.0,4,11368277,no,0
2363,1080 — Sint-Jans-Molenbeek,Apartment,None,259000.0,110.0,1,1,0,12.0,None,None,None,None,0.0,3,20114795,1,0
2364,2640 — MORTSEL,Apartment,None,260000.0,130.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20100148,1,0
2365,4020 — Liège,Apartment,None,260000.0,88.0,1,1,0,8.0,None,None,None,2.0,1.0,3,20093122,1,0
2366,9600 — Ronse,Apartment,None,265000.0,96.0,1,1,0,17.0,None,None,None,2.0,1.0,5,20213622,1,0
2367,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,269000.0,None,0,0,0,20.0,None,None,None,3.0,0.0,1,20201731,1,0
2368,3210 — LUBBEEK,Apartment,None,270000.0,142.0,1,0,0,0.0,None,None,None,3.0,0.0,3,10979572,no,0
2369,8540 — Deerlijk,Apartment,None,274954.0,86.0,0,0,0,6.0,144.0,144.0,None,None,0.0,3,10671262,no,0
2370,1190 — Forest,Apartment,None,275000.0,83.0,1,1,0,0.0,None,None,None,2.0,1.0,3,10278004,1,0
2371,2800 — Mechelen,Apartment,None,275000.0,73.0,1,0,0,16.0,None,None,None,None,1.0,4,20244126,no,0
2372,1080 — SINT-JANS-MOLENBEEK,Apartment,None,290000.0,None,0,0,0,60.0,None,None,None,2.0,0.0,1,20205649,no,0
2373,2020 — ANTWERPEN,Apartment,None,297500.0,120.0,1,0,0,11.0,None,None,None,2.0,0.0,none,10887891,no,0
2374,1000 — Bruxelles,Apartment,None,325000.0,92.0,1,0,0,18.0,None,None,None,2.0,1.0,3,20220035,no,0
2375,1200 — Woluwe-Saint-Lambert,Apartment,None,325000.0,117.0,1,1,0,12.0,None,None,None,None,1.0,3,11346058,1,0
2376,2830 — TISSELT,Apartment,None,325000.0,85.0,1,0,0,16.0,None,None,None,3.0,0.0,none,11087066,no,0
2377,1420 — Braine-l'Alleud,Apartment,None,340000.0,90.0,1,1,0,32.0,300.0,300.0,None,3.0,1.0,3,11481641,no,0
2378,9800 — Deinze,Apartment,None,350000.0,125.0,0,0,0,0.0,None,None,None,None,0.0,3,11347148,no,0
2379,9880 — Aalter,Apartment,None,360000.0,145.0,0,1,0,0.0,None,None,None,None,0.0,1,20081916,no,0
2380,8300 — Knokke,Apartment,None,365000.0,67.0,1,0,0,0.0,None,None,None,3.0,0.0,3,11378018,no,0
2381,5000 — Namur,Apartment,None,378800.0,124.0,1,1,0,4.0,None,None,None,2.0,1.0,5,20024332,no,0
2382,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,385000.0,154.0,1,1,0,14.0,None,None,None,2.0,1.0,3,11416998,no,0
2383,1000 — Bruxelles,Apartment,None,395000.0,95.0,1,1,0,0.0,None,None,None,2.0,0.0,5,11365702,1,0
2384,1200 — Woluwe-Saint-Lambert,Apartment,None,399000.0,95.0,1,1,0,12.0,None,None,None,2.0,0.0,3,11448386,1,0
2385,1348 — LOUVAIN-LA-NEUVE,Apartment,None,412000.0,90.0,0,0,0,9.0,None,None,None,None,0.0,5,20212564,no,0
2386,1050 — Ixelles,Apartment,None,420000.0,105.0,1,1,0,2.0,None,None,None,3.0,1.0,3,10868121,1,0
2387,8301 — Heist-aan-Zee,Apartment,None,420000.0,88.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20134490,no,0
2388,1200 — Woluwe-Saint-Lambert,Apartment,None,425000.0,100.0,1,1,0,8.0,None,None,None,2.0,1.0,5,11324126,1,0
2389,1150 — Woluwe-Saint-Pierre,Apartment,None,445000.0,120.0,0,1,0,0.0,None,None,None,None,1.0,5,20187325,no,0
2390,8300 — Knokke-Zoute,Apartment,None,448000.0,36.0,1,0,0,0.0,None,None,None,2.0,0.0,4,20073351,no,0
2391,1000 — Bruxelles,Apartment,None,465000.0,98.0,1,1,0,6.0,None,None,None,2.0,1.0,5,11336646,no,0
2392,4000 — Liège,Apartment,None,499000.0,168.0,1,1,0,7.0,None,None,None,3.0,1.0,5,20071779,no,0
2393,4020 — Liège,Apartment,None,499000.0,168.0,1,1,0,7.0,None,None,None,3.0,1.0,5,20079796,no,0
2394,8300 — Knokke-Heist,Apartment,None,535000.0,103.0,0,0,0,0.0,None,None,None,None,0.0,3,20121787,no,0
2395,8300 — Knokke,Apartment,None,539000.0,70.0,0,1,0,0.0,None,None,None,None,0.0,3,20065849,no,0
2396,8300 — Knokke-Heist,Apartment,None,545000.0,74.0,0,0,0,0.0,None,None,None,None,0.0,4,11096343,no,0
2397,1000 — Brussel,Apartment,None,565000.0,151.0,1,1,0,0.0,None,None,None,2.0,1.0,5,20044866,no,0
2398,1060 — Saint-Gilles,Apartment,None,587000.0,118.0,1,1,0,0.0,None,None,None,3.0,1.0,5,10758098,no,0
2399,8300 — Knokke,Apartment,None,619000.0,80.0,0,0,0,0.0,None,None,None,None,0.0,4,20160397,no,0
2400,2050 — Antwerpen (2050),Apartment,None,620000.0,183.0,0,1,0,0.0,None,None,None,None,0.0,5,20235897,no,0
2401,8300 — Knokke-Heist,Apartment,None,627000.0,65.0,0,0,0,0.0,None,None,None,None,0.0,4,10704191,no,0
2402,1180 — Uccle,Apartment,None,645000.0,151.0,1,1,0,18.0,None,None,None,4.0,1.0,2,20022619,no,0
2403,8300 — Knokke-Zoute,Apartment,None,895000.0,70.0,1,0,0,0.0,None,None,None,None,0.0,3,10381577,no,0
2404,8300 — Knokke,Apartment,None,899000.0,61.0,0,0,0,0.0,None,None,None,None,0.0,4,11348434,no,0
2405,8300 — Knokke,Apartment,None,930000.0,68.0,1,0,0,0.0,None,None,None,2.0,0.0,4,10058686,no,0
2406,8300 — Knokke,Apartment,None,985000.0,70.0,1,0,0,0.0,None,None,None,None,0.0,4,11050424,no,0
2407,8300 — Knokke-Zoute,Apartment,None,990000.0,89.0,0,1,0,0.0,None,None,None,None,0.0,2,10904457,no,0
2408,8301 — Duinbergen,Apartment,None,1125000.0,75.0,0,0,0,0.0,None,None,None,None,0.0,5,20118691,no,0
2409,8300 — Knokke-Heist,Apartment,None,1195000.0,105.0,0,1,0,0.0,None,None,None,None,0.0,4,11391835,no,0
2410,8300 — Knokke-Heist,Apartment,None,1275000.0,156.0,0,0,0,0.0,None,None,None,None,0.0,3,11447638,no,0
2411,8300 — Knokke,Apartment,None,1345000.0,121.0,0,1,0,0.0,None,None,None,None,0.0,3,11150456,no,0
2412,8300 — Knokke,Apartment,None,1495000.0,131.0,0,0,0,0.0,None,None,None,None,0.0,3,11442917,no,0
2413,8300 — Knokke,Apartment,None,1495000.0,140.0,1,1,0,6.0,None,None,None,None,0.0,5,11397117,no,0
2414,8300 — Knokke-Heist,Apartment,None,1650000.0,106.0,0,0,0,0.0,None,None,None,None,0.0,5,11343941,no,0
2415,8300 — Knokke,Apartment,None,1695000.0,128.0,0,0,0,0.0,None,None,None,None,0.0,3,20225084,no,0
2416,8300 — Knokke-Heist,Apartment,None,1875000.0,95.0,0,0,0,0.0,None,None,None,None,0.0,5,11088615,no,0
2417,8300 — Knokke,Apartment,None,3950000.0,200.0,0,0,0,0.0,None,None,None,None,0.0,3,20109638,no,0
2418,2100 — Deurne (2100),Apartment,None,279000.0,85.0,1,0,0,0.0,None,None,None,None,0.0,none,20267417,no,0
2419,1170 — Watermael-Boitsfort,Apartment,None,290000.0,71.0,0,1,0,2.0,None,None,None,3.0,0.0,2,20162361,1,0
2420,6700 — Arlon,Apartment,None,180000.0,61.0,1,0,0,0.0,None,None,None,None,0.0,3,20283729,1,0
2421,8200 — Sint-Andries,Apartment,None,258000.0,84.0,0,0,0,0.0,None,None,None,None,0.0,3,20282721,no,0
2422,1070 — Anderlecht,Apartment,None,234000.0,105.0,1,1,0,5.0,None,None,None,4.0,0.0,3,20294897,no,0
2423,9300 — AALST,Apartment,None,329000.0,200.0,0,0,0,100.0,None,None,None,None,0.0,3,20264703,no,0
2424,8380 — Zeebrugge,Apartment,None,199000.0,78.0,0,1,0,0.0,None,None,None,None,0.0,3,20272735,no,0
2425,8300 — Knokke-Zoute,Apartment,None,1595000.0,None,1,1,0,0.0,None,None,None,3.0,0.0,4,20279543,no,0
2426,2100 — Deurne (2100),Apartment,None,215000.0,64.0,1,0,0,0.0,None,None,None,None,0.0,none,20287570,no,0
2427,8620 — NIEUWPOORT,Apartment,None,225000.0,63.0,1,1,0,0.0,None,None,None,2.0,0.0,1,20289663,no,0
2428,9810 — Nazareth,Apartment,None,268000.0,89.0,0,0,0,0.0,None,None,None,None,0.0,3,20287632,no,0
2429,2100 — Antwerpen Deurne,Apartment,None,298000.0,106.0,0,0,0,9.0,None,None,None,2.0,0.0,4,20289594,no,0
2430,1731 — Asse,Apartment,None,259000.0,110.0,1,0,0,0.0,None,None,None,2.0,0.0,5,20301284,no,0
2431,8560 — Wevelgem,Apartment,None,465000.0,160.0,0,0,0,0.0,None,None,None,None,0.0,none,20302549,1,0
2432,1070 — Anderlecht,Apartment,None,245000.0,95.0,1,1,0,4.0,None,None,None,2.0,1.0,1,20140631,1,0
2433,8450 — Bredene,Apartment,None,275000.0,73.0,0,1,0,5.0,None,None,None,None,0.0,none,20258469,no,0
2434,1040 — Etterbeek,Apartment,None,280000.0,85.0,0,1,0,2.0,None,None,None,2.0,1.0,3,20315011,no,0
2435,2000 — Antwerpen,Apartment,None,599900.0,120.0,1,1,0,12.0,None,None,None,2.0,1.0,5,20318383,no,0
2436,9032 — Wondelgem,Apartment,None,255000.0,93.0,0,0,0,0.0,None,None,None,None,0.0,none,20275542,no,0
2437,9230 — WETTEREN,Apartment,None,275000.0,81.0,1,0,0,0.0,None,None,None,None,0.0,none,20276623,no,0
2438,1140 — EVERE,Apartment,None,595000.0,135.0,1,0,0,65.0,None,None,None,3.0,0.0,none,20278226,no,0
2439,1200 — WOLUWE-SAINT-LAMBERT,Apartment,None,595000.0,135.0,1,0,0,65.0,None,None,None,3.0,0.0,none,20278223,no,0
2440,1480 — Tubize,Apartment,None,215000.0,87.0,1,0,0,10.0,None,None,None,2.0,1.0,3,20317172,no,0
2441,4032 — LIÈGE,Apartment,None,165000.0,92.0,1,0,0,0.0,None,None,None,3.0,0.0,3,20196692,no,0
2442,3000 — Leuven,Apartment,None,215000.0,22.0,0,0,0,0.0,None,None,None,None,0.0,3,20270287,no,0
2443,8370 — Blankenberge,Apartment,None,150000.0,None,0,1,0,0.0,None,None,None,None,0.0,3,20285249,no,0
2444,4500 — HUY,Apartment,None,175000.0,100.0,1,1,0,0.0,None,None,None,2.0,0.0,1,20270047,no,0
2445,6800 — Libramont-Chevigny,Apartment,None,210000.0,80.0,1,1,0,0.0,None,None,None,2.0,1.0,5,20271105,no,0
2446,1000 — Bruxelles,Apartment,None,225000.0,50.0,1,1,0,15.0,None,None,None,2.0,1.0,3,20240927,1,0
2447,1080 — Molenbeek-Saint-Jean,Apartment,None,235000.0,100.0,1,0,0,20.0,None,None,None,4.0,1.0,5,20275798,1,0
2448,1090 — Jette,Apartment,None,235000.0,90.0,0,1,0,0.0,None,None,None,2.0,1.0,3,20259152,no,0
2449,1120 — Neder-Over-Heembeek,Apartment,None,235000.0,80.0,1,1,0,7.0,None,None,None,2.0,0.0,1,20252614,no,0
2450,9000 — Gent,Apartment,None,235000.0,86.0,1,1,0,6.0,None,None,None,2.0,0.0,3,20254041,1,0
2451,9030 — Mariakerke,Apartment,None,235000.0,86.0,1,1,0,6.0,None,None,None,2.0,0.0,3,20254036,1,0
2452,1030 — SCHAERBEEK,Apartment,None,250000.0,55.0,1,1,0,60.0,None,None,None,2.0,1.0,5,20271114,no,0
2453,1090 — Jette,Apartment,None,269000.0,106.0,1,1,0,10.0,None,None,None,3.0,1.0,3,20274160,1,0
2454,1200 — Woluwe-Saint-Lambert,Apartment,None,275000.0,70.0,1,1,0,6.0,None,None,None,2.0,1.0,1,20256664,1,0
2455,1200 — Woluwe-Saint-Lambert,Apartment,None,285000.0,82.0,1,1,0,14.0,None,None,None,2.0,1.0,3,20251388,1,0
2456,1200 — Woluwe-Saint-Lambert,Apartment,None,295000.0,81.0,0,1,0,13.0,None,None,None,2.0,1.0,1,20192948,1,0
2457,1200 — Woluwe-Saint-Lambert,Apartment,None,309000.0,70.0,1,1,0,12.0,None,None,None,2.0,1.0,3,20257167,no,0
2458,1930 — Zaventem,Apartment,None,345000.0,144.0,1,1,0,30.0,None,None,None,3.0,0.0,4,20268795,no,0
2459,1150 — Sint-Pieters-Woluwe,Apartment,None,395000.0,112.0,1,1,0,4.0,None,None,None,2.0,1.0,1,20234944,1,0
2460,1050 — Ixelles,Apartment,None,415000.0,116.0,1,1,0,4.0,None,None,None,2.0,1.0,3,20212814,1,0
2461,9000 — Gent,Apartment,None,439000.0,103.0,1,0,0,0.0,None,None,None,3.0,0.0,5,20274392,no,0
2462,2930 — Brasschaat,Apartment,None,449000.0,165.0,1,1,1,0.0,None,None,None,3.0,1.0,3,20269151,no,0
2463,4500 — HUY,Apartment,None,189500.0,75.0,1,1,0,0.0,None,None,None,4.0,0.0,3,20298705,no,0
2464,8470 — Gistel,Apartment,None,260000.0,131.0,0,0,0,0.0,18.0,18.0,None,None,0.0,5,20300680,no,0
2465,9500 — Geraardsbergen,Apartment,None,272500.0,75.0,1,1,0,4.0,None,None,None,2.0,0.0,5,20297779,no,0
2466,1060 — Saint-Gilles,Apartment,None,390000.0,118.0,0,1,0,0.0,None,None,None,2.0,0.0,3,20300867,no,0
2467,9200 — Dendermonde,Apartment,None,234950.0,56.0,1,0,0,0.0,None,None,None,2.0,1.0,4,20290549,no,0
2468,1080 — Sint-Jans-Molenbeek,Apartment,None,255000.0,90.0,1,0,0,6.0,None,None,None,4.0,0.0,3,20265661,no,0
2469,1150 — SINT-PIETERS-WOLUWE,Apartment,None,650000.0,160.0,1,0,0,2.0,None,None,None,2.0,0.0,3,20267775,no,0
2470,1500 — HALLE,Apartment,None,259000.0,75.0,1,0,0,0.0,None,None,None,4.0,0.0,3,20281200,no,0
2471,8520 — Kuurne,Apartment,None,190000.0,160.0,1,0,0,38.0,None,None,None,2.0,0.0,3,20307250,no,0
2472,1420 — Braine-l'Alleud,Apartment,None,325000.0,100.0,1,1,0,5.0,None,None,None,2.0,0.0,none,20309370,no,0
2473,8301 — Knokke-Heist,Apartment,None,459000.0,103.0,0,0,0,0.0,None,None,None,None,0.0,3,20309179,no,0
2474,8300 — Knokke-Heist,Apartment,None,460000.0,68.0,0,0,0,0.0,None,None,None,None,0.0,3,20308122,no,0
2475,8300 — Knokke-Heist,Apartment,None,615000.0,86.0,0,0,0,0.0,None,None,None,None,0.0,5,20308708,no,0
2476,8300 — Knokke,Apartment,None,665000.0,108.0,0,0,0,0.0,None,None,None,None,0.0,5,20309180,no,0
2477,8300 — Knokke-Heist,Apartment,None,945000.0,107.0,0,0,0,0.0,None,None,None,None,0.0,5,20307491,no,0
2478,8380 — Zeebrugge,Apartment,None,315000.0,57.0,0,0,0,0.0,None,None,None,2.0,0.0,3,20261463,no,0
2479,4400 — Flémalle,Apartment,None,179500.0,90.0,1,1,0,0.0,None,None,None,4.0,1.0,5,20167112,no,0
2480,8210 — Zedelgem,Apartment,None,335000.0,81.0,0,0,0,27.0,None,None,None,None,0.0,none,20277021,no,0
2481,8800 — Roeselare,Apartment,None,249000.0,92.0,1,0,1,8.0,None,None,None,3.0,1.0,4,20314613,no,0
2482,5500 — Dinant,Apartment,None,245000.0,80.0,0,0,0,0.0,None,None,None,None,0.0,4,20297710,no,0
2483,1500 — Halle,Apartment,None,315000.0,86.0,1,1,0,10.0,None,None,None,None,0.0,5,20295542,no,0
2484,9500 — GERAARDSBERGEN,Apartment,None,175000.0,179.0,0,0,0,0.0,None,None,None,None,0.0,1,20256935,no,0
2485,8500 — Kortrijk,Apartment,None,209000.0,86.0,0,0,0,0.0,None,None,None,None,0.0,3,20311873,no,0
2486,1190 — Forest,Apartment,None,495000.0,144.0,1,0,0,14.0,None,None,None,None,1.0,3,20312715,no,0
2487,1200 — Woluwe-Saint-Lambert,Apartment,None,195000.0,64.0,1,1,0,14.0,None,None,None,2.0,1.0,2,20234981,1,0
2488,1030 — Schaarbeek,Apartment,None,299000.0,120.0,1,1,0,7.0,None,None,None,2.0,1.0,1,20256293,1,0
2489,9051 — SINT-DENIJS-WESTREM,Apartment,None,327000.0,128.0,1,0,1,0.0,None,None,None,4.0,0.0,none,20275130,no,0
2490,1200 — Woluwe-Saint-Lambert,Apartment,None,375000.0,114.0,1,0,0,57.0,None,None,None,2.0,1.0,3,20288664,no,0
2491,9300 — Aalst,Apartment,None,147500.0,76.0,1,0,0,0.0,None,None,None,4.0,0.0,3,20305006,no,0
2492,9660 — Brakel,Apartment,None,250000.0,None,0,0,0,0.0,None,None,None,None,0.0,3,20304270,no,0
2493,8560 — Wevelgem,Apartment,None,299000.0,128.0,0,0,0,0.0,None,None,None,2.0,0.0,5,20306655,no,0
2494,8370 — Blankenberge,Apartment,None,150000.0,67.0,0,1,0,0.0,None,None,None,None,0.0,1,20239884,no,0
2495,6900 — Marche-en-Famenne,Apartment,None,155000.0,63.0,0,1,0,0.0,None,None,None,2.0,0.0,5,20034009,1,0
2496,8400 — Oostende,Apartment,None,155000.0,52.0,0,1,0,0.0,None,None,None,None,0.0,3,20195301,no,0
2497,2000 — ANTWERPEN,Apartment,None,169000.0,57.0,1,0,0,0.0,None,None,None,2.0,0.0,1,20223035,no,0
2498,8793 — Sint-Eloois-Vijve,Apartment,None,169000.0,77.0,0,1,0,0.0,None,None,None,None,0.0,4,20143198,no,0
2499,8400 — Oostende,Apartment,None,175000.0,70.0,0,0,0,0.0,None,None,None,None,0.0,3,20153911,no,0
2500,1400 — Nivelles,Apartment,None,178000.0,98.0,1,1,0,10.0,None,None,None,2.0,1.0,3,20009342,1,0
2501,2020 — Antwerpen (2020),Apartment,None,179000.0,65.0,0,1,0,0.0,None,None,None,None,0.0,4,20224784,no,0
2502,4890 — Thimister-Clermont,Apartment,None,179000.0,107.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20111342,1,0
2503,4020 — LIÈGE,Apartment,None,180000.0,130.0,0,0,0,11.0,None,None,None,2.0,0.0,0,20188468,no,0
2504,8380 — Zeebrugge,Apartment,None,185000.0,92.0,0,0,0,0.0,None,None,None,2.0,0.0,1,10704367,no,0
2505,8400 — Oostende,Apartment,None,189000.0,65.0,0,1,0,0.0,None,None,None,None,0.0,1,20160448,no,0
2506,8660 — De Panne,Apartment,None,189000.0,76.0,1,1,0,0.0,None,None,None,None,0.0,3,11197647,no,0
2507,9700 — Oudenaarde,Apartment,None,189000.0,90.0,0,1,0,4.0,None,None,None,2.0,0.0,none,10970812,no,0
2508,1070 — ANDERLECHT,Apartment,None,195000.0,75.0,1,0,0,16.0,None,None,None,4.0,0.0,3,11441749,1,0
2509,1600 — Sint-Pieters-Leeuw,Apartment,None,195000.0,84.0,1,1,0,0.0,None,None,None,None,0.0,3,11235977,1,0
2510,2060 — ANTWERPEN,Apartment,None,195000.0,125.0,1,0,0,0.0,None,None,None,2.0,0.0,2,10638148,no,0
2511,8670 — Koksijde,Apartment,None,195000.0,58.0,0,1,0,0.0,None,None,None,None,0.0,3,20187253,no,0
2512,8670 — Sint-Idesbald,Apartment,None,195000.0,55.0,0,0,0,0.0,None,None,None,None,0.0,1,20007572,no,0
2513,2600 — BERCHEM,Apartment,None,196000.0,70.0,1,0,0,0.0,None,None,None,2.0,0.0,5,20053084,1,0
2514,1070 — Anderlecht,Apartment,None,199000.0,92.0,1,1,0,9.0,None,None,None,None,1.0,3,9828291,1,0
2515,2100 — DEURNE,Apartment,None,199000.0,76.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20221625,no,0
2516,8400 — Oostende,Apartment,None,199000.0,89.0,0,0,0,0.0,None,None,None,None,0.0,3,20195297,no,0
2517,1070 — Anderlecht,Apartment,None,199990.0,80.0,1,1,0,17.0,None,None,None,2.0,1.0,3,10671323,1,0
2518,1070 — Anderlecht,Apartment,None,199990.0,74.0,1,1,0,15.0,None,None,None,2.0,1.0,5,10447388,1,0
2519,1070 — Anderlecht,Apartment,None,199990.0,74.0,1,1,0,15.0,None,None,None,2.0,1.0,5,10372740,1,0
2520,1070 — Anderlecht,Apartment,None,199990.0,99.0,1,1,0,7.0,None,None,None,3.0,1.0,1,10142647,1,0
2521,1080 — Molenbeek-Saint-Jean,Apartment,None,209000.0,81.0,1,1,0,6.0,None,None,None,2.0,1.0,5,9535092,1,0
2522,1080 — Molenbeek-Saint-Jean,Apartment,None,210000.0,81.0,1,0,0,0.0,None,None,None,2.0,1.0,1,20146400,1,0
2523,4000 — Liège,Apartment,None,210000.0,68.0,1,1,0,5.0,None,None,None,2.0,1.0,5,20013395,no,0
2524,8620 — Nieuwpoort,Apartment,None,215000.0,53.0,1,1,0,0.0,None,None,None,None,0.0,4,11149877,1,0
2525,8880 — Sint-Eloois-Winkel,Apartment,None,215000.0,95.0,1,0,0,0.0,None,None,None,None,0.0,3,20128673,no,0
2526,1070 — Anderlecht,Apartment,None,219000.0,105.0,1,1,0,7.0,None,None,None,3.0,1.0,2,10961464,1,0
2527,2020 — ANTWERPEN,Apartment,None,220000.0,145.0,1,0,0,0.0,None,None,None,2.0,0.0,1,20206738,no,0
2528,9120 — BEVEREN,Apartment,None,220000.0,99.0,1,0,0,0.0,None,None,None,2.0,0.0,2,20233955,no,0
2529,9230 — WETTEREN,Apartment,None,220000.0,78.0,1,0,0,0.0,None,None,None,2.0,0.0,3,10980951,no,0
2530,2060 — ANTWERPEN,Apartment,None,225000.0,85.0,0,0,0,8.0,None,None,None,2.0,0.0,none,20233485,no,0
2531,2500 — Lier,Apartment,None,225000.0,78.0,0,1,0,0.0,None,None,None,None,0.0,3,20232611,no,0
2532,3000 — Leuven,Apartment,None,225000.0,35.0,0,1,0,6.0,None,None,None,None,0.0,4,20098046,no,0
2533,4400 — FLÉMALLE-HAUTE,Apartment,None,225000.0,72.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20004628,1,0
2534,9300 — AALST,Apartment,None,225000.0,155.0,1,0,0,0.0,None,None,None,2.0,0.0,3,11390401,no,0
2535,8400 — Oostende,Apartment,None,229000.0,90.0,1,0,0,9.0,None,None,None,1.0,1.0,3,10552073,no,0
2536,1080 — Molenbeek-Saint-Jean,Apartment,None,229999.0,101.0,1,1,0,11.0,None,None,None,2.0,1.0,5,9670870,1,0
2537,1090 — Jette,Apartment,None,230000.0,85.0,1,1,0,2.0,None,None,None,2.0,1.0,3,10836496,1,0
2538,2050 — Antwerpen (2050),Apartment,None,232000.0,100.0,1,1,0,3.0,None,None,None,None,0.0,none,11264200,no,0
2539,1190 — Forest,Apartment,None,234000.0,73.0,1,0,0,2.0,None,None,None,1.0,1.0,3,11331213,no,0
2540,9600 — RONSE,Apartment,None,235000.0,130.0,1,0,0,0.0,None,None,None,3.0,0.0,3,20219458,no,0
2541,4460 — HORION-HOZÉMONT,Apartment,None,239000.0,170.0,1,0,0,0.0,None,None,None,3.0,0.0,3,20076835,1,0
